OfficialNames,CanonicalSmiles,uM
NPC Approved Name=bisbutitiamine,CCCC(=O)OCC/C(=C(/C)\N(Cc1cnc(nc1N)C)C=O)/S/C(=C(/C)\N(Cc2cnc(nc2N)C)C=O)/CCOC(=O)CCC,22.22
NPC Approved Name=fungichromin,CCCCCC(C1C(CC(CC(CC(CC(CC(C(C(/C(=C/C=C/C=C/C=C/C=C/C(C(OC1=O)C)O)/C)O)O)O)O)O)O)O)O)O,1.39
NPC Approved Name=fungichromin,CCCCCC(C1C(CC(CC(CC(CC(CC(C(C(/C(=C/C=C/C=C/C=C/C=C/C(C(OC1=O)C)O)/C)O)O)O)O)O)O)O)O)O,2.78
NPC Approved Name=fungichromin,CCCCCC(C1C(CC(CC(CC(CC(CC(C(C(/C(=C/C=C/C=C/C=C/C=C/C(C(OC1=O)C)O)/C)O)O)O)O)O)O)O)O)O,5.56
NPC Approved Name=fungichromin,CCCCCC(C1C(CC(CC(CC(CC(CC(C(C(/C(=C/C=C/C=C/C=C/C=C/C(C(OC1=O)C)O)/C)O)O)O)O)O)O)O)O)O,11.11
NPC Approved Name=fungichromin,CCCCCC(C1C(CC(CC(CC(CC(CC(C(C(/C(=C/C=C/C=C/C=C/C=C/C(C(OC1=O)C)O)/C)O)O)O)O)O)O)O)O)O,22.22
"WHO Essential Medicine=saquinavir,FDA Approved Drug=SAQUINAVIR;SAQUINAVIR MESYLATE",CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2C[NH+]1C[C@H]([C@H](Cc3ccccc3)NC(=O)[C@H](CC(=O)N)NC(=O)c4ccc5ccccc5n4)O,1.39
"WHO Essential Medicine=saquinavir,FDA Approved Drug=SAQUINAVIR;SAQUINAVIR MESYLATE",CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2C[NH+]1C[C@H]([C@H](Cc3ccccc3)NC(=O)[C@H](CC(=O)N)NC(=O)c4ccc5ccccc5n4)O,2.78
"WHO Essential Medicine=saquinavir,FDA Approved Drug=SAQUINAVIR;SAQUINAVIR MESYLATE",CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2C[NH+]1C[C@H]([C@H](Cc3ccccc3)NC(=O)[C@H](CC(=O)N)NC(=O)c4ccc5ccccc5n4)O,5.56
"WHO Essential Medicine=saquinavir,FDA Approved Drug=SAQUINAVIR;SAQUINAVIR MESYLATE",CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2C[NH+]1C[C@H]([C@H](Cc3ccccc3)NC(=O)[C@H](CC(=O)N)NC(=O)c4ccc5ccccc5n4)O,11.11
"WHO Essential Medicine=saquinavir,FDA Approved Drug=SAQUINAVIR;SAQUINAVIR MESYLATE",CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2C[NH+]1C[C@H]([C@H](Cc3ccccc3)NC(=O)[C@H](CC(=O)N)NC(=O)c4ccc5ccccc5n4)O,22.22
"WHO Essential Medicine=capreomycin,Indian Approved Name=capreomycin,FDA Approved Drug=CAPREOMYCIN SULFATE",C1C[NH+]=C(N[C@H]1[C@H]2C(=O)NC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N/C(=C/NC(=O)N)/C(=O)N2)CNC(=O)C[C@H](CCC[NH3+])[NH3+])CO)[NH3+])N,1.39
"WHO Essential Medicine=capreomycin,Indian Approved Name=capreomycin,FDA Approved Drug=CAPREOMYCIN SULFATE",C1C[NH+]=C(N[C@H]1[C@H]2C(=O)NC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N/C(=C/NC(=O)N)/C(=O)N2)CNC(=O)C[C@H](CCC[NH3+])[NH3+])CO)[NH3+])N,2.78
"WHO Essential Medicine=capreomycin,Indian Approved Name=capreomycin,FDA Approved Drug=CAPREOMYCIN SULFATE",C1C[NH+]=C(N[C@H]1[C@H]2C(=O)NC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N/C(=C/NC(=O)N)/C(=O)N2)CNC(=O)C[C@H](CCC[NH3+])[NH3+])CO)[NH3+])N,5.56
"WHO Essential Medicine=capreomycin,Indian Approved Name=capreomycin,FDA Approved Drug=CAPREOMYCIN SULFATE",C1C[NH+]=C(N[C@H]1[C@H]2C(=O)NC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N/C(=C/NC(=O)N)/C(=O)N2)CNC(=O)C[C@H](CCC[NH3+])[NH3+])CO)[NH3+])N,11.11
"WHO Essential Medicine=capreomycin,Indian Approved Name=capreomycin,FDA Approved Drug=CAPREOMYCIN SULFATE",C1C[NH+]=C(N[C@H]1[C@H]2C(=O)NC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N/C(=C/NC(=O)N)/C(=O)N2)CNC(=O)C[C@H](CCC[NH3+])[NH3+])CO)[NH3+])N,22.22
Traditional Herbal Isolate=icariine,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)COc2c(=O)c3ccc(c(c3oc2c4ccc(cc4)OC)CC=C(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O)O,1.39
Traditional Herbal Isolate=icariine,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)COc2c(=O)c3ccc(c(c3oc2c4ccc(cc4)OC)CC=C(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O)O,2.78
Traditional Herbal Isolate=icariine,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)COc2c(=O)c3ccc(c(c3oc2c4ccc(cc4)OC)CC=C(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O)O,5.56
Traditional Herbal Isolate=icariine,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)COc2c(=O)c3ccc(c(c3oc2c4ccc(cc4)OC)CC=C(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O)O,11.11
Traditional Herbal Isolate=icariine,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)COc2c(=O)c3ccc(c(c3oc2c4ccc(cc4)OC)CC=C(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O)O,22.22
"FDA Approved Drug=DIMYRISTOYL LECITHIN,NPC Approved Name=dimyristoyl lecithin",CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC,1.39
"FDA Approved Drug=DIMYRISTOYL LECITHIN,NPC Approved Name=dimyristoyl lecithin",CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC,2.78
"FDA Approved Drug=DIMYRISTOYL LECITHIN,NPC Approved Name=dimyristoyl lecithin",CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC,5.56
"FDA Approved Drug=DIMYRISTOYL LECITHIN,NPC Approved Name=dimyristoyl lecithin",CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC,11.11
"FDA Approved Drug=DIMYRISTOYL LECITHIN,NPC Approved Name=dimyristoyl lecithin",CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC,22.22
"Indian Approved Name=auranofin,FDA Approved Drug=AURANOFIN",CCP(=[Au]S[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)(CC)CC,1.39
"Indian Approved Name=auranofin,FDA Approved Drug=AURANOFIN",CCP(=[Au]S[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)(CC)CC,2.78
"Indian Approved Name=auranofin,FDA Approved Drug=AURANOFIN",CCP(=[Au]S[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)(CC)CC,5.56
"Indian Approved Name=auranofin,FDA Approved Drug=AURANOFIN",CCP(=[Au]S[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)(CC)CC,11.11
"Indian Approved Name=auranofin,FDA Approved Drug=AURANOFIN",CCP(=[Au]S[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)(CC)CC,22.22
Traditional Herbal Isolate=purpurine,Cc1c(ccc(c1)c2cc(c(cc2)/N=N/c3c(c4c(c(c3)S(=O)(=O)[O-])cccc4)N)C)/N=N/c5c(c6c(c(c5)S(=O)(=O)[O-])cccc6)N,1.39
Traditional Herbal Isolate=purpurine,Cc1c(ccc(c1)c2cc(c(cc2)/N=N/c3c(c4c(c(c3)S(=O)(=O)[O-])cccc4)N)C)/N=N/c5c(c6c(c(c5)S(=O)(=O)[O-])cccc6)N,2.78
Traditional Herbal Isolate=purpurine,Cc1c(ccc(c1)c2cc(c(cc2)/N=N/c3c(c4c(c(c3)S(=O)(=O)[O-])cccc4)N)C)/N=N/c5c(c6c(c(c5)S(=O)(=O)[O-])cccc6)N,5.56
Traditional Herbal Isolate=purpurine,Cc1c(ccc(c1)c2cc(c(cc2)/N=N/c3c(c4c(c(c3)S(=O)(=O)[O-])cccc4)N)C)/N=N/c5c(c6c(c(c5)S(=O)(=O)[O-])cccc6)N,11.11
Traditional Herbal Isolate=purpurine,Cc1c(ccc(c1)c2cc(c(cc2)/N=N/c3c(c4c(c(c3)S(=O)(=O)[O-])cccc4)N)C)/N=N/c5c(c6c(c(c5)S(=O)(=O)[O-])cccc6)N,22.22
FDA Approved Drug=TELAPREVIR,CCC[C@@H](C(=O)C(=O)NC1CC1)NC(=O)[C@@H]2[C@H]3CCC[C@H]3CN2C(=O)[C@H](C(C)(C)C)NC(=O)[C@H](C4CCCCC4)NC(=O)c5cnccn5,1.39
FDA Approved Drug=TELAPREVIR,CCC[C@@H](C(=O)C(=O)NC1CC1)NC(=O)[C@@H]2[C@H]3CCC[C@H]3CN2C(=O)[C@H](C(C)(C)C)NC(=O)[C@H](C4CCCCC4)NC(=O)c5cnccn5,2.78
FDA Approved Drug=TELAPREVIR,CCC[C@@H](C(=O)C(=O)NC1CC1)NC(=O)[C@@H]2[C@H]3CCC[C@H]3CN2C(=O)[C@H](C(C)(C)C)NC(=O)[C@H](C4CCCCC4)NC(=O)c5cnccn5,5.56
FDA Approved Drug=TELAPREVIR,CCC[C@@H](C(=O)C(=O)NC1CC1)NC(=O)[C@@H]2[C@H]3CCC[C@H]3CN2C(=O)[C@H](C(C)(C)C)NC(=O)[C@H](C4CCCCC4)NC(=O)c5cnccn5,11.11
FDA Approved Drug=TELAPREVIR,CCC[C@@H](C(=O)C(=O)NC1CC1)NC(=O)[C@@H]2[C@H]3CCC[C@H]3CN2C(=O)[C@H](C(C)(C)C)NC(=O)[C@H](C4CCCCC4)NC(=O)c5cnccn5,22.22
NPC Approved Name=temoporfin,c1cc(cc(c1)O)c2c3ccc([nH]3)c(c4nc(c(c5ccc([nH]5)c(c6nc2CC6)c7cccc(c7)O)c8cccc(c8)O)C=C4)c9cccc(c9)O,1.39
NPC Approved Name=temoporfin,c1cc(cc(c1)O)c2c3ccc([nH]3)c(c4nc(c(c5ccc([nH]5)c(c6nc2CC6)c7cccc(c7)O)c8cccc(c8)O)C=C4)c9cccc(c9)O,2.78
NPC Approved Name=temoporfin,c1cc(cc(c1)O)c2c3ccc([nH]3)c(c4nc(c(c5ccc([nH]5)c(c6nc2CC6)c7cccc(c7)O)c8cccc(c8)O)C=C4)c9cccc(c9)O,5.56
NPC Approved Name=temoporfin,c1cc(cc(c1)O)c2c3ccc([nH]3)c(c4nc(c(c5ccc([nH]5)c(c6nc2CC6)c7cccc(c7)O)c8cccc(c8)O)C=C4)c9cccc(c9)O,11.11
NPC Approved Name=temoporfin,c1cc(cc(c1)O)c2c3ccc([nH]3)c(c4nc(c(c5ccc([nH]5)c(c6nc2CC6)c7cccc(c7)O)c8cccc(c8)O)C=C4)c9cccc(c9)O,22.22
FDA Approved Drug=CEFTAROLINE FOSAMIL,CCO/N=C(/c1nc(sn1)NP(=O)([O-])[O-])\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)Sc4nc(cs4)c5cc[n+](cc5)C)C(=O)[O-],1.39
FDA Approved Drug=CEFTAROLINE FOSAMIL,CCO/N=C(/c1nc(sn1)NP(=O)([O-])[O-])\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)Sc4nc(cs4)c5cc[n+](cc5)C)C(=O)[O-],2.78
FDA Approved Drug=CEFTAROLINE FOSAMIL,CCO/N=C(/c1nc(sn1)NP(=O)([O-])[O-])\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)Sc4nc(cs4)c5cc[n+](cc5)C)C(=O)[O-],5.56
FDA Approved Drug=CEFTAROLINE FOSAMIL,CCO/N=C(/c1nc(sn1)NP(=O)([O-])[O-])\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)Sc4nc(cs4)c5cc[n+](cc5)C)C(=O)[O-],11.11
FDA Approved Drug=CEFTAROLINE FOSAMIL,CCO/N=C(/c1nc(sn1)NP(=O)([O-])[O-])\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)Sc4nc(cs4)c5cc[n+](cc5)C)C(=O)[O-],22.22
Traditional Herbal Isolate=fetidine,C[NH+]1CCc2cc(c(c-3c2[C@@H]1Cc4c3cc(c(c4)Oc5c(ccc(c5OC)OC)C[C@H]6c7cc(c(cc7CC[NH+]6C)OC)OC)OC)O)OC,1.39
Traditional Herbal Isolate=fetidine,C[NH+]1CCc2cc(c(c-3c2[C@@H]1Cc4c3cc(c(c4)Oc5c(ccc(c5OC)OC)C[C@H]6c7cc(c(cc7CC[NH+]6C)OC)OC)OC)O)OC,2.78
Traditional Herbal Isolate=fetidine,C[NH+]1CCc2cc(c(c-3c2[C@@H]1Cc4c3cc(c(c4)Oc5c(ccc(c5OC)OC)C[C@H]6c7cc(c(cc7CC[NH+]6C)OC)OC)OC)O)OC,5.56
Traditional Herbal Isolate=fetidine,C[NH+]1CCc2cc(c(c-3c2[C@@H]1Cc4c3cc(c(c4)Oc5c(ccc(c5OC)OC)C[C@H]6c7cc(c(cc7CC[NH+]6C)OC)OC)OC)O)OC,11.11
Traditional Herbal Isolate=fetidine,C[NH+]1CCc2cc(c(c-3c2[C@@H]1Cc4c3cc(c(c4)Oc5c(ccc(c5OC)OC)C[C@H]6c7cc(c(cc7CC[NH+]6C)OC)OC)OC)O)OC,22.22
Traditional Herbal Isolate=nuzhenide,C/C=C\1/[C@@H](OC=C(C1CC(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OCCc3ccc(cc3)O)O)O)O)C(=O)OC)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,1.39
Traditional Herbal Isolate=nuzhenide,C/C=C\1/[C@@H](OC=C(C1CC(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OCCc3ccc(cc3)O)O)O)O)C(=O)OC)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,2.78
Traditional Herbal Isolate=nuzhenide,C/C=C\1/[C@@H](OC=C(C1CC(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OCCc3ccc(cc3)O)O)O)O)C(=O)OC)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,5.56
Traditional Herbal Isolate=nuzhenide,C/C=C\1/[C@@H](OC=C(C1CC(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OCCc3ccc(cc3)O)O)O)O)C(=O)OC)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,11.11
Traditional Herbal Isolate=nuzhenide,C/C=C\1/[C@@H](OC=C(C1CC(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OCCc3ccc(cc3)O)O)O)O)C(=O)OC)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,22.22
"NPC Approved Name=hydrochloride, medetomidin",C[C@H](c1ccc(cc1)S(=O)(=O)N(CCC(C)C)[C@@H](CCC[C@H](C2CC2)NC(=O)[C@H](C(c3ccc(cc3)F)c4ccc(cc4)F)[NH3+])CO)O,1.39
"NPC Approved Name=hydrochloride, medetomidin",C[C@H](c1ccc(cc1)S(=O)(=O)N(CCC(C)C)[C@@H](CCC[C@H](C2CC2)NC(=O)[C@H](C(c3ccc(cc3)F)c4ccc(cc4)F)[NH3+])CO)O,2.78
"NPC Approved Name=hydrochloride, medetomidin",C[C@H](c1ccc(cc1)S(=O)(=O)N(CCC(C)C)[C@@H](CCC[C@H](C2CC2)NC(=O)[C@H](C(c3ccc(cc3)F)c4ccc(cc4)F)[NH3+])CO)O,5.56
"NPC Approved Name=hydrochloride, medetomidin",C[C@H](c1ccc(cc1)S(=O)(=O)N(CCC(C)C)[C@@H](CCC[C@H](C2CC2)NC(=O)[C@H](C(c3ccc(cc3)F)c4ccc(cc4)F)[NH3+])CO)O,11.11
"NPC Approved Name=hydrochloride, medetomidin",C[C@H](c1ccc(cc1)S(=O)(=O)N(CCC(C)C)[C@@H](CCC[C@H](C2CC2)NC(=O)[C@H](C(c3ccc(cc3)F)c4ccc(cc4)F)[NH3+])CO)O,22.22
FDA Approved Drug=VIOMYCIN SULFATE,C1[C@@H](NC(=[NH+][C@H]1O)N)[C@H]2C(=O)NC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N/C(=C\\NC(=O)N)/C(=O)N2)CO)CO)NC(=O)C[C@H](CCC[NH3+])[NH3+],1.39
FDA Approved Drug=VIOMYCIN SULFATE,C1[C@@H](NC(=[NH+][C@H]1O)N)[C@H]2C(=O)NC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N/C(=C\\NC(=O)N)/C(=O)N2)CO)CO)NC(=O)C[C@H](CCC[NH3+])[NH3+],2.78
FDA Approved Drug=VIOMYCIN SULFATE,C1[C@@H](NC(=[NH+][C@H]1O)N)[C@H]2C(=O)NC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N/C(=C\\NC(=O)N)/C(=O)N2)CO)CO)NC(=O)C[C@H](CCC[NH3+])[NH3+],5.56
FDA Approved Drug=VIOMYCIN SULFATE,C1[C@@H](NC(=[NH+][C@H]1O)N)[C@H]2C(=O)NC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N/C(=C\\NC(=O)N)/C(=O)N2)CO)CO)NC(=O)C[C@H](CCC[NH3+])[NH3+],11.11
FDA Approved Drug=VIOMYCIN SULFATE,C1[C@@H](NC(=[NH+][C@H]1O)N)[C@H]2C(=O)NC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N/C(=C\\NC(=O)N)/C(=O)N2)CO)CO)NC(=O)C[C@H](CCC[NH3+])[NH3+],22.22
NPC Approved Name=ae0047,CC1=C(C(C([C@]([NH2+]1)(C)c2ccc(cc2)N3CC[NH+](CC3)C(c4ccccc4)c5ccccc5)C(=O)OC)c6cccc(c6)[N+](=O)[O-])C(=O)OC=C,1.39
NPC Approved Name=ae0047,CC1=C(C(C([C@]([NH2+]1)(C)c2ccc(cc2)N3CC[NH+](CC3)C(c4ccccc4)c5ccccc5)C(=O)OC)c6cccc(c6)[N+](=O)[O-])C(=O)OC=C,2.78
NPC Approved Name=ae0047,CC1=C(C(C([C@]([NH2+]1)(C)c2ccc(cc2)N3CC[NH+](CC3)C(c4ccccc4)c5ccccc5)C(=O)OC)c6cccc(c6)[N+](=O)[O-])C(=O)OC=C,5.56
NPC Approved Name=ae0047,CC1=C(C(C([C@]([NH2+]1)(C)c2ccc(cc2)N3CC[NH+](CC3)C(c4ccccc4)c5ccccc5)C(=O)OC)c6cccc(c6)[N+](=O)[O-])C(=O)OC=C,11.11
NPC Approved Name=ae0047,CC1=C(C(C([C@]([NH2+]1)(C)c2ccc(cc2)N3CC[NH+](CC3)C(c4ccccc4)c5ccccc5)C(=O)OC)c6cccc(c6)[N+](=O)[O-])C(=O)OC=C,22.22
NPC Approved Name=oleandomycin,C[C@@H]1C[C@@H]([C@H]([C@@H](O1)O[C@H]2[C@H](C[C@@]3(CO3)C(=O)[C@@H]([C@H]([C@H]([C@H](OC(=O)[C@@H]([C@H]([C@@H]2C)O[C@H]4C[C@@H]([C@H]([C@@H](O4)C)O)OC)C)C)C)O)C)C)O)[NH+](C)C,1.39
NPC Approved Name=oleandomycin,C[C@@H]1C[C@@H]([C@H]([C@@H](O1)O[C@H]2[C@H](C[C@@]3(CO3)C(=O)[C@@H]([C@H]([C@H]([C@H](OC(=O)[C@@H]([C@H]([C@@H]2C)O[C@H]4C[C@@H]([C@H]([C@@H](O4)C)O)OC)C)C)C)O)C)C)O)[NH+](C)C,2.78
NPC Approved Name=oleandomycin,C[C@@H]1C[C@@H]([C@H]([C@@H](O1)O[C@H]2[C@H](C[C@@]3(CO3)C(=O)[C@@H]([C@H]([C@H]([C@H](OC(=O)[C@@H]([C@H]([C@@H]2C)O[C@H]4C[C@@H]([C@H]([C@@H](O4)C)O)OC)C)C)C)O)C)C)O)[NH+](C)C,5.56
NPC Approved Name=oleandomycin,C[C@@H]1C[C@@H]([C@H]([C@@H](O1)O[C@H]2[C@H](C[C@@]3(CO3)C(=O)[C@@H]([C@H]([C@H]([C@H](OC(=O)[C@@H]([C@H]([C@@H]2C)O[C@H]4C[C@@H]([C@H]([C@@H](O4)C)O)OC)C)C)C)O)C)C)O)[NH+](C)C,11.11
NPC Approved Name=oleandomycin,C[C@@H]1C[C@@H]([C@H]([C@@H](O1)O[C@H]2[C@H](C[C@@]3(CO3)C(=O)[C@@H]([C@H]([C@H]([C@H](OC(=O)[C@@H]([C@H]([C@@H]2C)O[C@H]4C[C@@H]([C@H]([C@@H](O4)C)O)OC)C)C)C)O)C)C)O)[NH+](C)C,22.22
Traditional Herbal Isolate=pseudoaconitine,CC[NH+]1CC2(C(CC(C34C2C(C(C31)C5(CC(C6(CC4C5C6OC(=O)c7ccc(c(c7)OC)OC)O)OC)OC(=O)C)OC)OC)O)COC,1.39
Traditional Herbal Isolate=pseudoaconitine,CC[NH+]1CC2(C(CC(C34C2C(C(C31)C5(CC(C6(CC4C5C6OC(=O)c7ccc(c(c7)OC)OC)O)OC)OC(=O)C)OC)OC)O)COC,2.78
Traditional Herbal Isolate=pseudoaconitine,CC[NH+]1CC2(C(CC(C34C2C(C(C31)C5(CC(C6(CC4C5C6OC(=O)c7ccc(c(c7)OC)OC)O)OC)OC(=O)C)OC)OC)O)COC,5.56
Traditional Herbal Isolate=pseudoaconitine,CC[NH+]1CC2(C(CC(C34C2C(C(C31)C5(CC(C6(CC4C5C6OC(=O)c7ccc(c(c7)OC)OC)O)OC)OC(=O)C)OC)OC)O)COC,11.11
Traditional Herbal Isolate=pseudoaconitine,CC[NH+]1CC2(C(CC(C34C2C(C(C31)C5(CC(C6(CC4C5C6OC(=O)c7ccc(c(c7)OC)OC)O)OC)OC(=O)C)OC)OC)O)COC,22.22
Traditional Herbal Isolate=maytansine,C[C@@H]1[C@@H]2C[C@]([C@@H](/C=C/C=C(/Cc3cc(c(c(c3)OC)Cl)N(C(=O)C[C@@H]([C@]4([C@H]1O4)C)OC(=O)[C@H](C)N(C)C(=O)C)C)\C)OC)(NC(=O)O2)O,1.39
Traditional Herbal Isolate=maytansine,C[C@@H]1[C@@H]2C[C@]([C@@H](/C=C/C=C(/Cc3cc(c(c(c3)OC)Cl)N(C(=O)C[C@@H]([C@]4([C@H]1O4)C)OC(=O)[C@H](C)N(C)C(=O)C)C)\C)OC)(NC(=O)O2)O,2.78
Traditional Herbal Isolate=maytansine,C[C@@H]1[C@@H]2C[C@]([C@@H](/C=C/C=C(/Cc3cc(c(c(c3)OC)Cl)N(C(=O)C[C@@H]([C@]4([C@H]1O4)C)OC(=O)[C@H](C)N(C)C(=O)C)C)\C)OC)(NC(=O)O2)O,5.56
Traditional Herbal Isolate=maytansine,C[C@@H]1[C@@H]2C[C@]([C@@H](/C=C/C=C(/Cc3cc(c(c(c3)OC)Cl)N(C(=O)C[C@@H]([C@]4([C@H]1O4)C)OC(=O)[C@H](C)N(C)C(=O)C)C)\C)OC)(NC(=O)O2)O,11.11
Traditional Herbal Isolate=maytansine,C[C@@H]1[C@@H]2C[C@]([C@@H](/C=C/C=C(/Cc3cc(c(c(c3)OC)Cl)N(C(=O)C[C@@H]([C@]4([C@H]1O4)C)OC(=O)[C@H](C)N(C)C(=O)C)C)\C)OC)(NC(=O)O2)O,22.22
Traditional Herbal Isolate=periplocin,CC1[C@@H](C(C[C@H](O1)O)O)OCC2[C@H](C(C([C@@H](O2)O[C@H]3CC[C@@]4(C5CC[C@@]6([C@H](CC[C@@]6(C5CC[C@@]4(C3)O)O)C7=CC(=O)OC7)C)C)O)OC)O,1.39
Traditional Herbal Isolate=periplocin,CC1[C@@H](C(C[C@H](O1)O)O)OCC2[C@H](C(C([C@@H](O2)O[C@H]3CC[C@@]4(C5CC[C@@]6([C@H](CC[C@@]6(C5CC[C@@]4(C3)O)O)C7=CC(=O)OC7)C)C)O)OC)O,2.78
Traditional Herbal Isolate=periplocin,CC1[C@@H](C(C[C@H](O1)O)O)OCC2[C@H](C(C([C@@H](O2)O[C@H]3CC[C@@]4(C5CC[C@@]6([C@H](CC[C@@]6(C5CC[C@@]4(C3)O)O)C7=CC(=O)OC7)C)C)O)OC)O,5.56
Traditional Herbal Isolate=periplocin,CC1[C@@H](C(C[C@H](O1)O)O)OCC2[C@H](C(C([C@@H](O2)O[C@H]3CC[C@@]4(C5CC[C@@]6([C@H](CC[C@@]6(C5CC[C@@]4(C3)O)O)C7=CC(=O)OC7)C)C)O)OC)O,11.11
Traditional Herbal Isolate=periplocin,CC1[C@@H](C(C[C@H](O1)O)O)OCC2[C@H](C(C([C@@H](O2)O[C@H]3CC[C@@]4(C5CC[C@@]6([C@H](CC[C@@]6(C5CC[C@@]4(C3)O)O)C7=CC(=O)OC7)C)C)O)OC)O,22.22
Traditional Herbal Isolate=erysimosol,CC1[C@@H](C(C[C@H](O1)O)O)OCC2[C@H](C(C([C@@H](O2)O[C@H]3CC[C@@]4(C5CC[C@@]6([C@H](CC[C@@]6(C5CC[C@@]4(C3)O)O)C7=CC(=O)OC7)C)CO)O)O)O,1.39
Traditional Herbal Isolate=erysimosol,CC1[C@@H](C(C[C@H](O1)O)O)OCC2[C@H](C(C([C@@H](O2)O[C@H]3CC[C@@]4(C5CC[C@@]6([C@H](CC[C@@]6(C5CC[C@@]4(C3)O)O)C7=CC(=O)OC7)C)CO)O)O)O,2.78
Traditional Herbal Isolate=erysimosol,CC1[C@@H](C(C[C@H](O1)O)O)OCC2[C@H](C(C([C@@H](O2)O[C@H]3CC[C@@]4(C5CC[C@@]6([C@H](CC[C@@]6(C5CC[C@@]4(C3)O)O)C7=CC(=O)OC7)C)CO)O)O)O,5.56
Traditional Herbal Isolate=erysimosol,CC1[C@@H](C(C[C@H](O1)O)O)OCC2[C@H](C(C([C@@H](O2)O[C@H]3CC[C@@]4(C5CC[C@@]6([C@H](CC[C@@]6(C5CC[C@@]4(C3)O)O)C7=CC(=O)OC7)C)CO)O)O)O,11.11
